address,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source
"555 E WILLIAM ST 17G, Ann Arbor, MI",42.277977,-83.742168,1,rooftop,555,"E William St 17G",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
"2338 Arrowwood Trl, Ann Arbor, MI",42.307449,-83.73446,1,range_interpolation,2338,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"2858 BRAEBURN CIR, Ann Arbor, MI",42.234659,-83.708136,1,range_interpolation,2858,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"1341 GEDDES AVE, Ann Arbor, MI",42.277616,-83.732402,1,range_interpolation,1341,"Geddes Ave",,,"Ann Arbor",MI,"Washtenaw County",48104,US,"TIGER/Line® dataset from the US Census Bureau"
"555 E WILLIAM ST 10I, Ann Arbor, MI",42.277975,-83.742331,1,rooftop,555,"E William St 10I",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
"3075 BRAEBURN CIR, Ann Arbor, MI",42.233265,-83.708969,1,range_interpolation,3075,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2919 Braeburn Cir, Ann Arbor, MI",42.233347,-83.709134,1,range_interpolation,2919,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"555 E WILLIAM ST 19A, Ann Arbor, MI",42.278059,-83.742578,1,rooftop,555,"E William St 19A",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
"2401 ARROWWOOD TRL, Ann Arbor, MI",42.308031,-83.733547,1,range_interpolation,2401,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"1050 WALL ST 10F, Ann Arbor, MI",42.287201,-83.73475,1,rooftop,1050,"Wall St",,,"Ann Arbor",MI,"Washtenaw County",48105,US,Semcog
"2552 Arrowwood Trl, Ann Arbor, MI",42.308767,-83.73166,1,range_interpolation,2552,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"555 E WILLIAM ST 23L, Ann Arbor, MI",42.277974,-83.742413,1,rooftop,555,"E William St 23L",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
"3017 3025 Wolverine Dr, Ann Arbor, MI",42.236915,-83.698717,0.9,range_interpolation,3017,"Wolverine Dr",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"3231 BRAEBURN CIR, Ann Arbor, MI",42.234662,-83.708247,0.9,range_interpolation,3231,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"3179 BRAEBURN CIR, Ann Arbor, MI",42.23335,-83.709134,1,range_interpolation,3179,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2432 ARROWWOOD TRL, Ann Arbor, MI",42.308046,-83.732866,1,range_interpolation,2432,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"2693 Arrowwood Trl, Ann Arbor, MI",42.308745,-83.729613,1,range_interpolation,2693,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"3022 BRAEBURN CIR, Ann Arbor, MI",42.234694,-83.708821,1,range_interpolation,3022,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"3303 Braeburn Cir, Ann Arbor, MI",42.233145,-83.708821,0.9,range_interpolation,3303,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"3085 Williamsburg Dr, Ann Arbor, MI",42.235356,-83.696427,0.6,range_interpolation,3085,"Williamsburg Rd",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"3174 Braeburn Cir, Ann Arbor, MI",42.234599,-83.708435,1,range_interpolation,3174,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2807 Arrowwood Trl, Ann Arbor, MI",42.307313,-83.729367,1,range_interpolation,2807,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"3103 Williamsburg Dr, Ann Arbor, MI",42.235731,-83.69627,0.6,range_interpolation,3103,"Williamsburg Rd",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"885 S FIRST ST, Ann Arbor, MI",42.270394,-83.751382,1,range_interpolation,885,"S 1st St",,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"2617 ARROWWOOD TRL, Ann Arbor, MI",42.308538,-83.730777,1,range_interpolation,2617,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"555 E WILLIAM ST 14F, Ann Arbor, MI",42.278064,-83.74217,1,rooftop,555,"E William St 14F",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
"1305 S UNIVERSITY AVE, Ann Arbor, MI",42.2752,-83.732614,1,rooftop,1305,"S University Ave",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Semcog
"2321 Jonathan Ct, Ann Arbor, MI",42.231567,-83.710936,1,range_interpolation,2321,"Jonathan Ct",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2789 Arrowwood Trl, Ann Arbor, MI",42.307539,-83.729145,1,range_interpolation,2789,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"2703 Braeburn Cir, Ann Arbor, MI",42.231841,-83.707574,1,range_interpolation,2703,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2697 Arrowwood Trl, Ann Arbor, MI",42.308715,-83.729504,1,range_interpolation,2697,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"2295 Hardyke Ct, Ann Arbor, MI",42.231825,-83.714131,1,range_interpolation,2295,"Hardyke Ct",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2829 2835 Whitewood St, Ann Arbor, MI",42.246108,-83.690585,1,rooftop,2835,"Whitewood St",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
"2937 BRAEBURN CIR, Ann Arbor, MI",42.233612,-83.709123,1,range_interpolation,2937,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"3025 BRAEBURN CIR, Ann Arbor, MI",42.233879,-83.709081,1,range_interpolation,3025,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2824 Braeburn Cir, Ann Arbor, MI",42.234656,-83.708224,1,range_interpolation,2824,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"3382 CHELSEA CIR, Ann Arbor, MI",42.23931,-83.716428,1,range_interpolation,3382,"Chelsea Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2661 ADRIENNE DR, Ann Arbor, MI",42.268811,-83.7819,1,range_interpolation,2661,"Adrienne Dr",,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"3109 WILLIAMSBURG DR, Ann Arbor, MI",42.235744,-83.696272,0.6,range_interpolation,3109,"Williamsburg Rd",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2291 SHADOWOOD DR, Ann Arbor, MI",42.231824,-83.714118,1,range_interpolation,2291,"Shadowood Dr",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2319 ARROWWOOD TRL, Ann Arbor, MI",42.307753,-83.7347,1,range_interpolation,2319,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"2935 BRAEBURN CIR, Ann Arbor, MI",42.233586,-83.709125,1,range_interpolation,2935,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2273 Hardyke Ct, Ann Arbor, MI",42.231821,-83.714059,1,range_interpolation,2273,"Hardyke Ct",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2496 Arrowwood Trl, Ann Arbor, MI",42.308706,-83.732359,1,range_interpolation,2496,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"1220 ASTOR AVE, Ann Arbor, MI",42.256486,-83.734542,1,rooftop,1220,"Astor Ave",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Semcog
"2315 Jonathan Ct, Ann Arbor, MI",42.231577,-83.711063,1,range_interpolation,2315,"Jonathan Ct",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2320 Arrowwood Trl, Ann Arbor, MI",42.307453,-83.734681,1,range_interpolation,2320,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"1680 BROOKFIELD DR, Ann Arbor, MI",42.248557,-83.762068,1,range_interpolation,1680,"Brookfield Dr",,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"2759 BRAEBURN CIR, Ann Arbor, MI",42.232128,-83.708026,1,range_interpolation,2759,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"3099 WILLIAMSBURG DR, Ann Arbor, MI",42.235722,-83.696269,0.6,range_interpolation,3099,"Williamsburg Rd",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"3620 PARTRIDGE PATH, Ann Arbor, MI",42.233955,-83.723524,1,range_interpolation,3620,"Partridge Path",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2854 Braeburn Cir, Ann Arbor, MI",42.234658,-83.708146,1,range_interpolation,2854,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"3455 BRAEBURN CIR, Ann Arbor, MI",42.234142,-83.708743,0.9,range_interpolation,3455,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"1109 MAIDEN LANE CT 101, Ann Arbor, MI",42.2881,-83.73383,1,range_interpolation,1109,"Maiden Lane Ct",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"2264 Shadowood Dr, Ann Arbor, MI",42.232044,-83.714377,1,range_interpolation,2264,"Shadowood Dr",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"1935 POINTE LN, Ann Arbor, MI",42.29993,-83.723657,1,range_interpolation,1935,"Pointe Ln",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"555 E WILLIAM ST 19E, Ann Arbor, MI",42.278063,-83.742251,1,rooftop,555,"E William St 19E",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
"2507 ADRIENNE DR, Ann Arbor, MI",42.270134,-83.782084,1,range_interpolation,2507,"Adrienne Dr",,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"3671 PARTRIDGE PATH, Ann Arbor, MI",42.233172,-83.720621,1,range_interpolation,3671,"Partridge Path",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2629 Braeburn Cir, Ann Arbor, MI",42.231319,-83.707173,1,range_interpolation,2629,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"3517 3519 Carolyn St, Ann Arbor, MI",42.252402,-83.690602,1,rooftop,3519,"Carolyn St",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
"2736 BEACON HILL ST, Ann Arbor, MI",42.250779,-83.703836,1,rooftop,2736,"Beacon Hill St",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Semcog
"2538 BRAEBURN CIR, Ann Arbor, MI",42.230437,-83.706277,1,range_interpolation,2538,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"555 E WILLIAM ST 26L, Ann Arbor, MI",42.277973,-83.742535,1,rooftop,555,"E William St 26L",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
"2846 2848 Pittsfield Blvd, Ann Arbor, MI",42.246866,-83.692455,1,range_interpolation,2848,"Pittsfield Blvd",,,"Ann Arbor",MI,"Washtenaw County",48104,US,"TIGER/Line® dataset from the US Census Bureau"
"3156 WILLIAMSBURG DR, Ann Arbor, MI",42.235007,-83.696537,0.6,range_interpolation,3156,"Williamsburg Rd",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2293 HARDYKE CT, Ann Arbor, MI",42.231824,-83.714125,1,range_interpolation,2293,"Hardyke Ct",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"555 E WILLIAM ST 16D, Ann Arbor, MI",42.278062,-83.742333,1,rooftop,555,"E William St 16D",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
"3009 BRAEBURN CIR, Ann Arbor, MI",42.233805,-83.709091,1,range_interpolation,3009,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"3362 COLUMBUS CT, Ann Arbor, MI",42.289272,-83.79564,1,range_interpolation,3362,"Columbus Ct",,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"517 LONG SHORE DR B, Ann Arbor, MI",42.291741,-83.741574,1,rooftop,517,"Long Shore Dr A",,,"Ann Arbor",MI,"Washtenaw County",48105,US,Washtenaw
"2235 HEMLOCK CT, Ann Arbor, MI",42.232415,-83.710324,1,range_interpolation,2235,"Hemlock Ct",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2619 Braeburn Cir, Ann Arbor, MI",42.234409,-83.708651,0.9,range_interpolation,2619,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"1261 WISTERIA DR, Ann Arbor, MI",42.259093,-83.73333,1,rooftop,1261,"Wisteria Dr",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Semcog
"2663 BRAEBURN CIR, Ann Arbor, MI",42.231565,-83.707378,1,range_interpolation,2663,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"3143 HOMESTEAD COMMONS DR, Ann Arbor, MI",42.242699,-83.716218,1,range_interpolation,3143,"Homestead Commons Dr",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"555 E WILLIAM ST 24D, Ann Arbor, MI",42.278062,-83.742333,1,rooftop,555,"E William St 24D",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
"2885 CASCADE DR, Ann Arbor, MI",42.245888,-83.702784,1,range_interpolation,2885,"Cascade Dr",,,"Ann Arbor",MI,"Washtenaw County",48104,US,"TIGER/Line® dataset from the US Census Bureau"
"1901 WASHTENAW CONDOS, Ann Arbor, MI",42.268818,-83.722928,0.6,rooftop,1901,"Washtenaw Ave",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
"710 KUEHNLE AV, Ann Arbor, MI",42.29126,-83.788324,0.78,nearest_rooftop_match,730,"Kuehnle Ave",,,"Ann Arbor",MI,"Washtenaw County",48103,US,Washtenaw
"555 E WILLIAM ST 14D, Ann Arbor, MI",42.278062,-83.742333,1,rooftop,555,"E William St 14D",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
"555 E WILLIAM ST 4D, Ann Arbor, MI",42.278062,-83.742333,1,rooftop,555,"E William St 4D",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
"1050 WALL ST 6E, Ann Arbor, MI",42.287201,-83.73475,1,rooftop,1050,"Wall St",,,"Ann Arbor",MI,"Washtenaw County",48105,US,Semcog
"2827 Arrowwood Trl, Ann Arbor, MI",42.307146,-83.729705,1,range_interpolation,2827,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"2501 KEYSTONE LN, Ann Arbor, MI",42.262392,-83.779691,1,range_interpolation,2501,"Keystone Ln",,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"2261 Shadowood Dr, Ann Arbor, MI",42.231819,-83.714019,1,range_interpolation,2261,"Shadowood Dr",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"223 E ANN ST 10, Ann Arbor, MI",42.282554,-83.746271,1,rooftop,223,"E Ann St 10",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
"2755 HOLYOKE LA, Ann Arbor, MI",42.314465,-83.767516,1,rooftop,2755,"Holyoke Ln",,,"Ann Arbor",MI,"Washtenaw County",48103,US,Semcog
"3230 CHELSEA CIR, Ann Arbor, MI",42.238089,-83.715276,1,range_interpolation,3230,"Chelsea Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"555 E WILLIAM ST 24I, Ann Arbor, MI",42.277975,-83.742331,1,rooftop,555,"E William St 24I",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
"2488 LAURELWOOD CIR, Ann Arbor, MI",42.233101,-83.71134,1,range_interpolation,2488,"Laurelwood Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"3031 BRAEBURN CIR, Ann Arbor, MI",42.234329,-83.708994,1,range_interpolation,3031,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"3212 Braeburn Cir, Ann Arbor, MI",42.234639,-83.708304,1,range_interpolation,3212,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2535 ADRIENNE DR, Ann Arbor, MI",42.269821,-83.782082,1,range_interpolation,2535,"Adrienne Dr",,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"3040 Williamsburg Dr, Ann Arbor, MI",42.234393,-83.695404,0.64,nearest_rooftop_match,3001,"Williamsburg Dr",,,"Ann Arbor",MI,"Washtenaw County",48108,US,Semcog
"2624 Arrowwood Trl, Ann Arbor, MI",42.308232,-83.73065,1,range_interpolation,2624,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"2328 Arrowwood Trl, Ann Arbor, MI",42.307451,-83.734583,1,range_interpolation,2328,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"3423 BRAEBURN CIR, Ann Arbor, MI",42.233927,-83.708772,0.9,range_interpolation,3423,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2763 BRAEBURN CIR, Ann Arbor, MI",42.232149,-83.708053,1,range_interpolation,2763,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2456 ARROWWOOD TRL, Ann Arbor, MI",42.308339,-83.732606,1,range_interpolation,2456,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"1271 WISTERIA DR, Ann Arbor, MI",42.258784,-83.733302,1,rooftop,1271,"Wisteria Dr",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Semcog
"2639 Braeburn Cir, Ann Arbor, MI",42.231402,-83.707244,1,range_interpolation,2639,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"555 E WILLIAM ST 7J, Ann Arbor, MI",42.277974,-83.742413,1,rooftop,555,"E William St 7J",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
"2431 LAURELWOOD CIR, Ann Arbor, MI",42.232646,-83.712556,1,range_interpolation,2431,"Laurelwood Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2945 BRAEBURN CIR, Ann Arbor, MI",42.233719,-83.709113,1,range_interpolation,2945,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2610 ADRIENNE DR, Ann Arbor, MI",42.268972,-83.782374,1,range_interpolation,2610,"Adrienne Dr",,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"3024 Williamsburg Dr, Ann Arbor, MI",42.234393,-83.695404,0.67,nearest_rooftop_match,3001,"Williamsburg Dr",,,"Ann Arbor",MI,"Washtenaw County",48108,US,Semcog
"2397 Arrowwood Trl, Ann Arbor, MI",42.308002,-83.733587,1,range_interpolation,2397,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"2647 ARROWWOOD TRL, Ann Arbor, MI",42.308589,-83.730408,1,range_interpolation,2647,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"2120 WASHTENAW AVE, Ann Arbor, MI",42.264958,-83.718883,1,range_interpolation,2120,"Washtenaw Ave",,,"Ann Arbor",MI,"Washtenaw County",48104,US,"TIGER/Line® dataset from the US Census Bureau"
"2881 Braeburn Cir, Ann Arbor, MI",42.232923,-83.709039,1,range_interpolation,2881,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"1940 WOODBURY DR, Ann Arbor, MI",42.257378,-83.735539,1,rooftop,1940,"Woodbury Dr",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Semcog
"2388 Arrowwood Trl, Ann Arbor, MI",42.307703,-83.733487,1,range_interpolation,2388,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"3181 BRAEBURN CIR, Ann Arbor, MI",42.233495,-83.709134,1,range_interpolation,3181,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"155 LAKE VILLAGE DR, Ann Arbor, MI",42.250761,-83.748883,0.9,range_interpolation,155,"Lake Village Dr",,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"1050 WALL ST 8B, Ann Arbor, MI",42.287201,-83.73475,1,rooftop,1050,"Wall St",,,"Ann Arbor",MI,"Washtenaw County",48105,US,Semcog
"2786 ASHCOMBE DR, Ann Arbor, MI",42.266638,-83.849042,0.33,place,,,,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"3101 Williamsburg Dr, Ann Arbor, MI",42.235726,-83.69627,0.6,range_interpolation,3101,"Williamsburg Rd",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
